Cielavina,461.00,47.10,7.40,27.40,0,0
Clue,472.10,57.40,5.90,24.30,0,0
Coca cola,42.00,10.60,0.00,0.00,0,0
Coca-Cola,42.00,10.40,0.00,0.00,0,0
Coco cabana,498.00,51.40,5.10,29.50,0,0
"Coffee drink 2 in 1 ""monte santos""",535.00,47.10,10.90,32.00,0,0
Coffee manhattan classic 100% arabica,92.40,0.00,15.00,3.60,0,0
Coffee mate (сухой),543.00,55.80,2.20,34.60,0,0
Cola mix,41.00,10.10,0.10,0.10,0,0
Complete protein diet bar,180.00,18.00,20.00,3.00,0,0
Corny big - chocolate banana,424.00,65.60,6.10,15.20,0,0
Corny chocolate-banana with milk-chocolate and banana,429.00,64.60,6.10,16.20,0,0
Corny cocos,468.00,57.20,5.50,22.90,0,0
Corny dunkle schoko mit arriba-kakao,442.00,62.40,6.00,17.60,0,0
Corny nuts with hazelnuts,418.00,63.10,6.40,15.50,0,0
"Cote d""or",557.00,52.30,5.90,35.80,0,0
Cottage cheese,90.00,1.00,16.00,2.00,0,0
Creme bonjour,300.00,4.50,3.50,30.00,0,0
Creme fraiche,293.00,2.90,2.50,30.00,0,0
Cruesli quaker 4 noten,480.00,61.00,8.00,21.00,0,0
Cалат с крабовой вермишелью с ананасами с майонезом,314.00,10.00,5.50,28.00,0,0
Cоевый соус heinz,184.00,43.00,2.60,0.10,0,0
Cосиски мини,282.00,0.00,12.00,26.00,0,0
Cудак запеченый,83.00,0.00,19.00,0.80,0,0
Cуп-пюре грибной,82.46,2.68,3.40,6.75,0,0
Cухарики,351.00,71.30,9.50,3.80,0,0
Cыр моцарелла,250.00,0.00,18.00,19.00,0,0
Cырник творожный,183.00,18.20,18.60,3.60,0,0
"Cыр ""пеше миньон"" президент",328.00,1.00,18.00,28.00,0,0
Cыр творожный hohland,216.00,2.00,7.00,20.00,0,0
Daim шоколадка,545.00,59.50,3.60,32.00,0,0
Danette chocolat,122.00,20.00,3.30,3.00,0,0
"Danissimo ""клубничное пироженое""""",139.00,19.20,4.80,4.70,0,0
"Danon творожный 3,6",105.00,12.00,6.20,3.60,0,0
Delikatess kochhiterschinken,100.00,1.00,19.00,2.00,0,0
Delikatess truthanbrust fein gebraten,107.00,1.00,21.00,2.00,0,0
Deli motion (бизвквит),450.00,69.00,7.00,15.00,0,0
De luxe,514.00,52.10,6.30,32.00,0,0
Dessertcreme schoko,102.00,18.50,1.90,2.10,0,0
Dessertcreme vanila,93.00,16.20,2.00,2.10,0,0
Dessert plus,103.00,11.00,7.90,3.00,0,0
Dessert plus десерт ванильный крем,114.00,16.70,3.10,3.90,0,0
Dessert with cream,86.00,17.00,1.80,1.20,0,0
Dinkelvollkornbrötchen,236.00,46.70,8.10,1.90,0,0
Doppelkeks,468.00,71.80,5.50,17.00,0,0
"Dr, korner хлебцы злаковый коктейль клюквенный",333.00,72.20,8.10,1.40,0,0
Dymatize elite 12 hour protein,375.00,18.00,63.00,7.50,0,0
Dymatize elite whey,367.74,6.45,77.42,4.84,0,0
Edel vollmilch trauben nuss,530.00,48.70,6.80,33.30,0,0
Ehrmann шоколад пудинг,123.00,17.00,2.70,4.90,0,0
Eidam salamovy 40,313.81,1.00,28.00,22.00,0,0
Eistee,31.80,7.70,0.10,0.10,0,0
Ela вафли,543.00,54.00,8.00,33.00,0,0
Elite xt 33 г,125.00,6.00,21.00,1.50,0,0
Erdbeer quark,158.00,18.40,4.50,7.30,0,0
Esfero,565.00,46.60,8.30,39.10,0,0
Espiriru de Chile Caberne savignon SEMI SWEET,79.00,2.70,0.00,0.00,0,0
Eti form light,358.00,70.16,19.31,1.41,0,0
Exquisa snack feiner käsekuchen,318.00,40.00,8.00,14.00,0,0
Extra fine milk chocolate lindt,560.00,52.00,6.00,37.00,0,0
Fanta,49.67,12.23,0.00,0.00,0,0
Fazer crisp сухарики ржано-овсяные,370.00,60.00,20.00,4.70,0,0
Fazer Crisp Сухарики ржаные,320.00,60.00,12.00,2.80,0,0
Feine quark-creme,128.00,14.90,5.00,5.30,0,0
Felix (french fries),324.00,12.00,1.00,30.00,0,0
Ferrero duplo,100.00,1.20,10.20,6.00,0,0
Ferrero garden,595.00,43.40,9.40,42.60,0,0
Ferrero rondnoir,543.00,51.40,6.50,34.60,0,0
Filet de poulet intermache,96.00,1.40,20.60,0.90,0,0
Filet de poulet provançale,98.00,1.70,20.70,0.90,0,0
Finn Crisp Бородинские,370.00,62.00,11.00,2.90,0,0
Finn Crisp Мультизерновые,380.00,60.00,12.00,4.80,0,0
Fitness хлопья,357.00,76.40,8.30,2.00,0,0
"Fitness хлопья из цельной пшениц,",357.00,75.70,8.10,2.40,0,0
Fitness хлопья из цельной пшеницы,357.00,76.40,8.30,2.00,0,0
Fitness члопья из цельной пшеницы с клубникой,359.00,75.70,8.10,2.40,0,0
Fitofruit,322.00,60.80,3.20,8.50,0,0
Flakes with red fruits,380.00,77.00,13.00,1.50,0,0
Flash up energy с кофеином и таурином,46.00,11.80,0.00,0.00,0,0
Fleischwurst,300.00,1.00,11.00,28.00,0,0
Fresh mozzarella добряна,250.00,0.00,18.30,19.00,0,0
Frischkäse,64.00,3.90,11.00,0.20,0,0
Frischkäse exquisa fitline,64.00,3.90,11.00,0.20,0,0
Fromage blanc auchan,46.00,4.00,7.50,0.00,0,0
Fromage blanc printiligne,50.00,4.40,8.00,0.00,0,0
Froop joghurt,103.00,16.10,3.90,2.20,0,0
Früchte traum,118.00,16.00,4.50,4.00,0,0
Fruit mix,70.40,17.60,0.00,0.00,0,0
Fruttis вишневый йогурт,123.00,16.80,2.40,5.00,0,0
Garofalo penne,357.00,73.00,14.00,1.00,0,0
Gebratene nudeln,191.51,25.52,13.99,3.75,0,0
Gefilus valio кефирный 1%,36.00,4.00,2.80,1.00,0,0
Geflügel -jagdwurst,180.00,1.00,14.00,13.30,0,0
Geflügel-krakauer,132.00,1.10,29.10,1.20,0,0
Gelee-ananasecken edeka,354.00,71.00,2.00,6.00,0,0
Get be quik,121.00,14.00,4.70,4.70,0,0
Gevulde koek,461.00,58.00,5.50,22.50,0,0
Glaistytas varskes surelis,381.00,29.10,13.00,23.60,0,0
"Gold&wild / смесь пропаренного и дикого риса в варочных пакетах ""агроальянс""",347.90,70.10,8.10,3.90,0,0
Grand dessert double choc,123.00,17.00,2.70,4.90,0,0
Grand-prix крем с орехом,576.00,50.20,7.20,38.40,0,0
Grand toffy classic,454.00,62.70,4.20,21.50,0,0
Grand toffy с орехом,444.00,62.70,4.20,21.50,0,0
Herbalife 26гр протеиновый коктейль,92.00,9.00,9.00,2.30,0,0
Hesburger салат цезарь с курицей,314.00,14.00,33.00,14.00,0,0
Hollaender сыр,265.00,0.10,28.00,17.00,0,0
Humus,250.00,10.80,9.30,18.40,0,0
Hyper mass 3000,378.00,70.00,19.00,1.90,0,0
Imunele,71.70,12.70,2.50,1.20,0,0
Imunele for men яблоко,70.40,12.40,2.50,1.20,0,0
Iso mass xtreme gainer,433.00,53.00,43.00,4.60,0,0
Isopreme (2 ложки - 37 грамм),134.00,1.60,30.00,0.80,0,0
J7 activ апельсин яблоко морковь лимон,49.00,12.00,0.01,0.00,0,0
Jacobs choco cappuccino,410.00,72.00,6.40,11.00,0,0
"Jacob""s creek sparkling rose cuvee",70.00,17.50,0.00,0.00,0,0
Jacobs ice 3 in 1,430.00,63.30,9.80,15.10,0,0
Joyfield,280.40,70.20,2.10,0.50,0,0
Kakao Neturale Wawel (порошок),448.00,52.30,21.00,10.00,0,0
Karamellwaffeln,466.00,70.90,3.40,18.60,0,0
Kazafana (сироп из рожкового дерева),320.00,76.20,2.40,0.00,0,0
"Kfc салат ""веджи""",27.00,2.70,1.00,1.30,0,0
Kfc стрипсы острые,245.10,15.80,22.30,10.30,0,0
Kfc шашлык куриный,140.00,0.20,24.90,4.40,0,0
Kinder bueno,571.00,49.50,9.20,37.30,0,0
Kinder chocolade maxi,561.00,53.50,8.70,34.70,0,0
Kinder country,555.00,54.53,8.82,33.47,0,0
Kinder delice,461.25,42.15,5.90,29.80,0,0
Kinder delice кокос,475.00,40.00,6.00,32.30,0,0
Kinder happy hippo,581.00,49.00,8.70,38.90,0,0
Kinder hörnchen,506.00,49.00,7.40,31.00,0,0
Kinder maxi (21 гр),561.00,53.50,8.70,34.70,0,0
Kinder maxi king,511.00,38.20,6.90,36.70,0,0
Kinder paradiso,427.00,50.00,5.90,23.30,0,0
Kinder paradiso пирожное,433.00,50.00,5.90,23.30,0,0
Kinder pingui chocolate,447.00,38.80,7.10,29.30,0,0
Kinder pinqui,471.00,37.80,6.60,32.50,0,0
Kinder молочный ломтик,420.00,34.00,8.20,27.90,0,0
Kinder шоколад,561.00,53.50,8.70,34.70,0,0
Kipbraadstick,138.00,0.00,20.00,6.25,0,0
Kiri,330.00,2.00,8.50,32.00,0,0
Kitkat,533.00,60.50,6.10,29.30,0,0
Kit-Kat,531.00,60.90,6.10,29.20,0,0
Knoblauchsteaks,215.00,2.00,18.00,15.00,0,0
Knoppers,548.00,50.40,9.80,33.40,0,0
Knorr суп сырный с сухариками,403.00,54.00,8.50,17.00,0,0
Knusper-filets,175.00,14.10,11.10,8.10,0,0
Kochbeutel-reis,349.00,78.00,8.00,0.60,0,0
Kohupiimakreem,147.00,18.30,6.90,5.00,0,0
Kokt skinka,105.00,0.50,19.00,3.00,0,0
Kondensmilch,172.00,12.00,8.30,10.00,0,0
"Koop молоко 1,5%",45.00,4.40,3.20,1.50,0,0
Kosmostars готовый завтрак звездочки медовый,396.00,77.00,6.00,7.00,0,0
Krējums,208.00,3.00,3.50,20.00,0,0
Kuhne соус чесночный,377.00,11.00,0.80,35.00,0,0
Kürbiskernbrötchen,205.00,43.10,5.70,0.80,0,0
Laimon fresh,43.00,10.55,0.00,0.00,0,0
Lasis,242.00,0.00,20.00,18.00,0,0
Lätta,360.00,2.50,0.50,39.00,0,0
L-Carnitine Liquid 1500 mg,48.00,12.00,0.10,0.00,0,0
Leberkäse,269.00,0.70,12.50,24.00,0,0
Lebkuchen,380.00,63.70,6.00,11.20,0,0
Le doible latte mac,85.00,6.00,4.00,5.00,0,0
Lemon curd mackays,293.00,60.80,1.20,5.00,0,0
Lindor lindt,620.00,42.00,4.70,48.00,0,0
Lipton ice tea (зеленый чай),27.50,6.70,0.00,0.00,0,0
Lipton ice tea малина,28.20,6.90,0.00,0.00,0,0
Lope lope,319.00,69.70,7.80,1.00,0,0
L-карнитин Power System,60.00,10.00,0.00,0.00,0,0
L-карнитин xxl,11.20,2.80,0.00,0.00,0,0
Maasikamoos,205.00,50.60,0.70,0.00,0,0
Macchocolate горячий шоколад,390.00,76.00,4.00,8.00,0,0
Maccoffee 3 в 1,420.00,86.00,3.00,8.00,0,0
Maccoffee без сахара,380.00,86.00,6.00,1.00,0,0
Maggi для куриных крылышек барбекю,260.00,57.40,4.10,1.50,0,0
Maggi на второе для мясных ежиков,249.00,50.30,4.50,3.00,0,0
Maggi на второе для сочной курицы с чесноком,244.00,48.20,7.30,2.50,0,0
Magi idea (vistiena),101.00,2.80,12.20,4.60,0,0
Mahl aura apelsinivirsikunektar,55.00,13.00,0.30,0.00,0,0
Malibu (примерно),197.00,50.00,0.00,0.00,0,0
Maltesers,500.00,61.70,8.10,24.30,0,0
Manija,470.00,63.00,5.30,21.00,0,0
Marmorkuchen,433.00,50.50,5.00,23.50,0,0
Mars,454.27,68.00,4.40,18.18,0,0
Marzipan zentis,432.00,68.00,4.90,16.00,0,0
Maxi чай,23.80,5.85,0.00,0.00,0,0
Mc флури,335.00,58.00,5.00,9.00,0,0
"Medaliony ""losos norveski""",159.00,0.30,16.40,9.40,0,0
Mehl,341.00,71.00,10.00,1.00,0,0
Meller темный шоколад,396.00,79.20,3.00,9.00,0,0
Meteorit,527.00,38.00,17.40,33.90,0,0
Mhp up u mass,386.00,44.00,35.00,8.00,0,0
Miel pops медовые шарики,379.00,85.00,6.00,0.90,0,0
Mieszanka studencka bakalland,393.00,46.30,8.10,19.80,0,0
Milkana сливочный сыр с плесенью,397.00,3.10,17.40,36.50,0,0
Milk snack,468.00,46.60,6.30,28.50,0,0
Milkyway,450.89,72.19,3.21,16.47,0,0
Milky way,450.69,72.65,3.16,16.43,0,0
Milky waycrispy rolls,513.00,63.50,7.40,24.20,0,0
Milky way клубничный коктейль,452.00,71.60,3.50,16.80,0,0
Milkyway шоколадный батончик с суфле покрытый молочным шоколадом,450.00,72.70,2.90,16.20,0,0
Mims,481.00,71.50,4.30,19.20,0,0
Mix эрми ананас,45.00,10.50,0.50,0.10,0,0
"M&m""s choco",479.00,68.60,4.60,20.70,0,0
"M&m""s с арахисом",510.00,61.00,9.00,25.00,0,0
"M&m""s со вкусом лесного ореха",481.00,71.50,4.30,19.20,0,0
"M&m""s темный шоколад",522.00,49.30,9.70,30.20,0,0
Mueseli,346.00,54.50,6.40,11.40,0,0
Muesli con frutas,205.00,29.30,3.40,7.70,0,0
Multifrucht müsli,334.00,59.20,10.00,6.40,0,0
Muscletech,310.00,77.00,0.00,0.00,0,0
Myllyn paras каша овсяная с яблоком и черной смородиной,333.00,51.10,15.20,7.00,0,0
Myllyn paras овсяные отруби,320.00,45.30,18.00,7.70,0,0
Myllyn paras овсяные хлопья,350.00,56.00,14.00,7.50,0,0
Myslipatukka,350.00,65.00,6.60,6.80,0,0
Mоцарелла,300.00,2.20,22.00,22.00,0,0
Nature valley с мёдом,460.00,70.40,8.30,16.10,0,0
"""nescafe 3 в 1 крепкий"" напиток кофейный растворимый",433.00,75.00,3.50,13.30,0,0
Nescafe cappuccino,418.00,78.80,4.40,10.80,0,0
Nesquik,376.33,80.43,5.47,3.61,0,0
Nesquik duo шарики черно-белые,386.00,76.70,8.20,5.20,0,0
Nesquik plus клубничный аромат,394.00,96.40,0.03,0.90,0,0
Nesquik готовый шоколадный завтрак,375.00,75.70,8.10,4.30,0,0
Nesquik какао порошок,376.00,81.80,5.40,3.00,0,0
Nestea,31.00,7.50,0.00,0.00,0,0
"Nestle 3в1 ""Горячий шоколад""",402.00,79.80,3.60,7.50,0,0
Nestle fitness с клубникой,359.00,75.70,8.10,2.40,0,0
Nestle fitness тёмный шоколад,381.00,70.80,7.90,7.30,0,0
Nestle gold honey nut flakes,396.00,81.90,7.10,4.40,0,0
Nestle молочный,557.00,54.10,7.80,34.30,0,0
Nestle со вкусом тирамису,555.00,53.50,8.30,34.10,0,0
New york coffee drink 2 in 1,497.00,59.50,5.40,26.70,0,0
Nordic галеты из овса с брусникой,420.00,61.00,9.00,14.00,0,0
Nordic каша из 4х видов зерновых,310.00,61.00,10.00,2.80,0,0
Nordic хлопья 4 вида зерновых в сухом виде,310.00,61.00,10.00,2.80,0,0
Nudeln,350.00,71.80,11.50,1.90,0,0
Nutella паста,530.00,56.00,6.80,31.00,0,0
Nutrilite протеиновый порошок,381.00,4.90,83.00,3.40,0,0
Nuts,505.00,62.80,7.10,25.10,0,0
Optimum nutrition gold standard 100% whey,384.00,9.60,76.00,3.20,0,0
Optimum nutrition pro complex gainer,393.94,51.52,36.36,4.85,0,0
Pepsi,43.00,10.80,0.00,0.00,0,0
Pepsi-cola,43.00,10.80,0.00,0.00,0,0
Philadephia с чесноком,155.00,4.40,8.00,11.50,0,0
Picnic,504.00,58.40,7.25,27.90,0,0
Picnic грецкий орех,507.00,58.50,5.30,29.00,0,0
Picnic мега (конфета),503.00,59.60,7.40,27.10,0,0
Power System L-carnitin,60.00,10.00,0.00,0.00,0,0
President 20 mini beurres,743.00,0.00,0.00,82.00,0,0
President брынза 48%,212.00,3.60,11.70,16.80,0,0
President шоколадный сыр,280.00,26.00,8.00,16.00,0,0
Ptit deli (инжир),390.00,71.00,5.50,8.00,0,0
Ptit deli (клубника),360.00,76.00,5.00,4.00,0,0
Raffaello,621.50,38.90,9.15,47.90,0,0
Rama,630.00,0.50,0.50,70.00,0,0
Red Bull,45.00,11.00,0.00,0.00,0,0
Redd's,56.00,6.70,0.00,0.00,0,0
Retra sport (орех),542.00,48.70,8.10,35.30,0,0
Rich фруктовый микс,68.40,17.10,0.00,0.00,0,0
Rikrok мороженное рожок,309.00,35.00,5.00,16.50,0,0
Ritter sport белый с цельным лесным орехом,562.00,48.00,7.00,38.00,0,0
Ritter sport горький a la mousse au chocolat,544.00,48.00,5.00,36.00,0,0
Ritter sport горький с орехом,556.00,41.00,7.00,40.00,0,0
Rokiskio (namine grietine 30%),294.00,2.80,2.60,30.00,0,0
"Roshen ""батон""",462.00,67.70,4.70,19.30,0,0
Schweepes bitter lemon,38.00,9.10,0.00,0.00,0,0
Skittles,407.00,89.90,0.00,4.20,0,0
Slim-мюсли с жиросжигающим комплексом и кофе,307.60,62.70,7.60,3.00,0,0
Smile danon,86.00,15.50,2.10,1.80,0,0
Smile клубника,86.00,15.50,2.10,1.80,0,0
Smile (персик),83.00,14.60,2.10,1.80,0,0
Smilga (клубника),320.00,29.00,3.00,21.30,0,0
Smilga (мигдола),340.00,22.50,4.10,25.90,0,0
Snickers,500.00,57.05,8.70,26.10,0,0
Soan papadi традиционная индийская сладость,535.50,60.69,10.71,28.59,0,0
Soba лапша гречневая,348.45,70.50,14.70,0.85,0,0
Stailon абрикос в желе,44.80,11.10,0.00,0.00,0,0
Start кольца глазированные,352.60,72.40,7.00,4.00,0,0
Stecco лимонное мороженое,140.00,32.00,0.90,0.90,0,0
Stelmas берёзовый сок с черникой,23.00,5.80,0.00,0.00,0,0
Subway саб сабвей клаб,129.17,19.17,9.58,1.88,0,0
Subway саб с индейкой и ветчиной,127.85,21.00,8.22,1.83,0,0
Tuc tuc,490.00,61.00,9.00,23.00,0,0
Twinlab cher - amino protein,266.00,16.00,50.00,0.00,0,0
Twix,496.67,64.00,4.47,24.57,0,0
Twixels апельсиновое настроение,520.00,59.30,4.10,28.50,0,0
Valio 0%,33.00,4.90,3.30,0.00,0,0
Valio кефирный 1%,36.00,4.00,2.80,1.00,0,0
Valio напиток кисломолочный gefilus клубника-черника,60.00,11.00,3.00,0.40,0,0
Valio творожный сыр,80.00,2.00,13.00,2.00,0,0
Vegeta,173.00,29.50,10.30,1.50,0,0
Velle вишня,59.00,13.00,0.80,0.40,0,0
Velle густой клубника,72.00,15.00,1.50,0.70,0,0
Velle красная смородина,59.00,13.00,0.80,0.40,0,0
Velle облепиха,50.00,11.00,0.80,0.40,0,0
Velle овсяный с облепихой,80.00,16.00,1.50,1.10,0,0
Velle офсянный питьевой вишня,59.00,13.00,0.80,0.40,0,0
Velle питьевой,50.00,11.00,0.80,0.40,0,0
Wagon wheels red,431.00,66.90,5.10,15.60,0,0
Weight gainer (сухой),291.00,51.00,16.00,2.50,0,0
Абокадо спринг ролл,265.00,0.70,13.30,23.20,0,0
Абрикос в шоколаде,378.90,61.30,5.50,12.40,0,0
Абрикосовое варенье,245.10,61.88,0.45,0.03,0,0
Абрикосовое ядро,629.80,16.90,18.60,54.00,0,0
"Абрикосовый батончик мюсли без добавки сахара, 30 гр,",479.00,67.00,5.04,19.50,0,0
Абрикосовый джем,276.00,71.60,0.50,0.00,0,0
Абрикосовый компот,85.00,21.00,0.50,0.00,0,0
Абрикосовый сок,48.00,12.00,0.00,0.00,0,0
Абрикос протертыи с сахаром,180.00,45.00,0.00,0.00,0,0
Абрикос с миндалем,401.20,59.50,5.50,15.70,0,0
Абрикос сушеный,275.00,65.30,5.00,0.00,0,0
Абрикосы,45.50,10.50,0.90,0.00,0,0
Абрикосы,46.00,10.50,0.90,0.00,0,0
Абрикосы lorado,66.00,15.50,0.50,0.10,0,0
Абрикосы консервированные,83.00,18.61,1.40,0.11,0,0
"Абрикосы половинки отборные в легком сиропе ""золотая долина""",73.00,16.90,0.40,0.02,0,0
Абрикосы сушеные,285.00,66.00,5.30,1.00,0,0
Авокадо,208.00,7.40,2.00,20.00,0,0
Авокадо,208.00,7.40,2.00,20.00,0,0
Агар-Агар,0.00,0.00,0.00,0.00,0,0
Агуша,109.00,3.00,10.00,6.00,0,0
Агуша кисломолочная,66.00,7.20,1.40,3.50,0,0
Агуша классический,88.50,3.50,8.50,4.50,0,0
Агуша натуральная,88.50,3.50,8.50,4.50,0,0
Агуша персик-йогурт,82.40,20.10,0.40,0.00,0,0
Агуша-пюре персик-йогурт,82.40,20.10,0.00,0.00,0,0
Агуша творог фруктовый детский черная смородина,105.00,10.20,7.30,3.90,0,0
Агуша яблоко-банан,105.00,10.20,7.30,3.90,0,0
Аджика,56.97,7.76,1.40,2.33,0,0
Аджика острая верес,37.00,8.30,1.00,0.00,0,0
Аджика перечная грузинская,16.00,3.00,1.00,0.00,0,0
Адреналин раш,51.00,12.75,0.25,0.00,0,0
Адреналин раш грин,50.00,12.60,0.00,0.00,0,0
Адренолайн,366.60,66.60,16.60,3.30,0,0
Азу,214.00,10.20,11.90,14.20,0,0
Азу говядина,168.67,7.59,17.17,8.14,0,0
Азу из говядины,121.75,9.40,6.97,6.00,0,0
Азу из индейки,131.00,0.00,20.20,5.60,0,0
Айва,38.00,8.90,0.60,0.00,0,0
Айва,38.00,8.90,0.60,0.00,0,0
Айвовое варенье,226.50,56.55,0.15,0.00,0,0
Айран 1%,24.60,2.29,1.62,1.00,0,0
"Айран 1,4",27.40,2.30,1.40,1.40,0,0
Айран нео продукт,27.10,2.00,1.40,1.50,0,0
Айран солёный,40.40,3.74,3.20,1.40,0,0
Айран тан с укропом и огурцом,19.00,1.40,1.10,1.00,0,0
Айсберг,17.00,2.30,1.50,0.20,0,0
Айсберг белая дача,17.00,2.30,1.50,0.20,0,0
Айсти,27.00,6.60,0.00,0.00,0,0
Аквамарин сайра тихоокеанская натуральная,261.00,0.00,18.00,21.00,0,0
Аква минерале актив,18.00,4.30,0.00,0.00,0,0
Аква минирале газ,0.00,0.00,0.00,0.00,0,0
Акватика дикий рис,357.00,72.00,14.00,0.50,0,0
Актиаиа,77.00,12.20,2.80,2.00,0,0
Активиа,72.50,7.96,3.71,2.93,0,0
Активиа danone творожная отруби и злаки,113.00,13.70,4.90,4.30,0,0
Активиа ананас,77.50,12.20,2.80,2.00,0,0
Активиа (без добавок),52.00,4.50,3.20,2.40,0,0
Активиа быстрый завтрак с клубникой йогурт,98.00,13.60,3.90,3.20,0,0
Активиа быстрый завтрак с овсянкой и яблоком,109.00,16.70,3.60,3.10,0,0
Активиа дыня земляника,78.00,13.00,2.80,2.00,0,0
Активиа злаки,80.50,12.40,2.80,2.20,0,0
"Активиа, инжир",98.00,14.10,3.80,2.90,0,0
Активиа йогурт,92.16,12.75,3.52,3.05,0,0
Активиа йогурт земляника-дыня,78.00,13.00,2.80,2.00,0,0
Активиа йогурт злаки,81.00,12.40,2.80,2.20,0,0
Активиа йогурт клубника и земляника,75.00,11.50,2.80,2.00,0,0
Активиа йогурт отруби и злаки,97.00,14.00,3.80,2.92,0,0
Активиа йогурт питьевой,80.00,12.20,2.80,2.20,0,0
Активиа йогурт с бифидобактериями,75.00,6.30,4.50,3.50,0,0
"Активиа, йогурт , чернослив",99.00,14.50,3.80,2.90,0,0
Активиа кефирная,38.70,4.50,2.90,1.00,0,0
"Активиа, кефирная",38.60,4.50,2.90,1.00,0,0
Активиа кефирная 1%,38.85,4.50,2.90,1.00,0,0
Активиа кефирная 3%,56.00,4.50,2.90,3.00,0,0
Активиа классическая,54.00,4.80,3.20,2.40,0,0
Активиа клубника,112.50,17.50,4.05,2.85,0,0
Активиа ложковая вишня,111.00,17.40,3.80,2.90,0,0
Активиа ложковая киви и мюсли,105.00,15.80,3.80,3.00,0,0
Активиа ложковая клубника,98.00,14.10,3.80,2.90,0,0
Активиа ложковая чернослив,99.00,14.50,3.80,2.90,0,0
Активиа малина и злаки,74.00,11.00,2.80,2.10,0,0
Активиа момент удовольствия,113.00,28.10,0.30,0.00,0,0
Активиа мюсли,105.00,15.80,3.80,3.00,0,0
Активиа мюсли и киви,105.00,15.80,3.80,3.00,0,0
Активиа мюсли и персик,107.00,15.80,3.80,3.20,0,0
Активиа мюсли творожная,123.00,16.30,4.20,4.50,0,0
"Активиа ""на завтрак"" йогурт",98.00,13.60,3.90,3.20,0,0
"Активиа ""на завтрак"" хлопья",360.50,79.00,7.50,0.00,0,0
Активиа отруби и злаки,116.00,14.70,4.20,4.50,0,0
Активиа питьевая,77.34,12.12,2.80,2.04,0,0
Активиа питьевая ананас,77.00,12.20,2.80,2.00,0,0
Активиа питьевая дыня,78.00,13.00,2.80,2.00,0,0
